MS_SubClass,Bldg_Type,Overall_Cond,Lot_Frontage,Lot_Area,Street,UTM_x,UTM_y,School_District,Year_Built,Year_Remod_Add,Roof_Style,Gr_Liv_Area,Total_Bsmt_SF,Bsmt_Unf_SF,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Garage_Type,Garage_Area,Year_Sold,Mo_Sold,YM_Sold,Sale_Condition,Sale_Price
Two_Story_1945_and_Older,OneFam,Above_Average,60,7200,Pave,446779.32987992046,4652154.131240494,Edwards Elementary School,1931,2000,Gable,1502,776,776,0,0,1,1,3,Attchd,270,2008,2,2008-02-01,Normal,149000
Two_Story_1945_and_Older,OneFam,Good,74,11988,Pave,446895.587582468,4652022.902561514,Edwards Elementary School,1934,1995,Hip,1660,715,389,0,0,1,1,3,Detchd,240,2008,8,2008-08-01,Normal,188700
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,0,11700,Pave,447043.74454037665,4652071.20495883,Edwards Elementary School,1937,1995,Gable,1938,942,336,0,0,2,0,4,Detchd,240,2008,7,2008-07-01,Normal,198000
One_and_Half_Story_Finished_All_Ages,OneFam,Below_Average,0,9260,Pave,447053.82695668365,4652057.583211115,Edwards Elementary School,1938,1950,Gable,1374,884,884,0,0,1,0,3,Detchd,225,2008,3,2008-03-01,Normal,110000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,79,7801,Pave,447055.28384828055,4651920.109589462,Mitchell Elementary School,1951,1951,Hip,1091,1091,591,0,1,1,0,2,Attchd,344,2008,5,2008-05-01,Normal,104000
Two_Story_1945_and_Older,OneFam,Above_Average,100,9670,Pave,446920.77245433856,4651836.839345927,Edwards Elementary School,1935,1950,Gable,1873,608,398,0,0,1,1,4,Detchd,786,2008,6,2008-06-01,Alloca,257076
One_and_Half_Story_Finished_All_Ages,OneFam,Excellent,0,14100,Pave,446794.86881170917,4651753.50698771,Edwards Elementary School,1935,1997,Gable,3447,728,536,0,0,3,1,4,BuiltIn,1014,2008,5,2008-05-01,Normal,381000
One_and_Half_Story_Finished_All_Ages,OneFam,Excellent,0,15660,Pave,446729.9177870151,4651715.909479452,Edwards Elementary School,1939,2006,Gable,1954,798,457,0,1,1,1,3,Attchd,431,2008,5,2008-05-01,Normal,311500
One_and_Half_Story_Finished_All_Ages,OneFam,Excellent,70,12392,Pave,446766.09388717974,4651593.49789298,Edwards Elementary School,1950,2000,Gable,2161,832,397,1,0,2,1,3,Attchd,506,2008,4,2008-04-01,Normal,263400
One_Story_1946_and_Newer_All_Styles,OneFam,Average,56,26073,Pave,446981.343124693,4651377.695870671,Edwards Elementary School,1956,1956,Gable,1898,1898,782,0,0,2,1,3,Attchd,484,2008,4,2008-04-01,Normal,236500
One_Story_1946_and_Newer_All_Styles,OneFam,Good,0,14778,Pave,446982.7089843296,4651361.030247264,Edwards Elementary School,1954,2006,Hip,1640,1296,568,1,0,1,0,3,Detchd,924,2008,11,2008-11-01,Normal,224000
Two_Story_PUD_1946_and_Newer,Twnhs,Above_Average,24,1879,Pave,446528.926450967,4651031.441612696,Edwards Elementary School,1980,1980,Gable,1032,516,150,0,0,1,0,2,Detchd,462,2008,12,2008-12-01,Normal,116500
Two_Story_PUD_1946_and_Newer,Twnhs,Above_Average,24,1950,Pave,446528.926450967,4651031.441612696,Edwards Elementary School,1980,1980,Gable,1556,716,23,1,0,2,1,3,Attchd,452,2008,7,2008-07-01,Normal,151000
One_Story_1945_and_Older,OneFam,Very_Good,50,7000,Pave,447974.9760095232,4652477.2498718565,Mitchell Elementary School,1926,1998,Gable,919,894,555,1,0,1,0,2,Detchd,195,2008,7,2008-07-01,Normal,126000
One_and_Half_Story_Finished_All_Ages,OneFam,Very_Good,60,6000,Pave,448052.9733906124,4652387.73781096,Mitchell Elementary School,1940,2006,Gable,1090,720,720,0,0,1,0,3,Detchd,240,2008,7,2008-07-01,Normal,120000
One_Story_1945_and_Older,OneFam,Below_Average,40,3636,Pave,448233.2656919976,4652496.454937057,Mitchell Elementary School,1922,1950,Gable,796,796,796,0,0,1,0,2,No_Garage,0,2008,1,2008-01-01,Normal,55000
One_Story_1945_and_Older,OneFam,Very_Good,0,5890,Pave,448233.2861164423,4652465.253694361,Mitchell Elementary School,1930,2007,Gable,816,816,278,0,0,1,0,2,Detchd,432,2008,6,2008-06-01,Normal,120500
One_Story_1945_and_Older,OneFam,Above_Average,71,6900,Pave,447916.2567863038,4652341.784309545,Mitchell Elementary School,1940,1955,Gable,778,740,212,0,0,1,0,2,Detchd,924,2008,2,2008-02-01,Normal,120500
One_and_Half_Story_Finished_All_Ages,OneFam,Good,58,8155,Pave,447975.87792931247,4652329.454371096,Mitchell Elementary School,1930,1950,Gable,1200,780,780,0,0,1,0,4,No_Garage,0,2008,7,2008-07-01,Normal,119000
Split_or_Multilevel,OneFam,Average,75,6000,Pave,448186.4434700718,4652342.090826268,Mitchell Elementary School,1967,1967,Hip,1656,624,367,0,0,1,1,3,Attchd,288,2008,7,2008-07-01,Normal,126000
One_Story_1945_and_Older,OneFam,Good,60,7392,Pave,448103.4738854248,4652228.919500818,Mitchell Elementary School,1930,1995,Gable,912,520,520,0,0,1,0,2,Detchd,360,2008,5,2008-05-01,Normal,99500
One_and_Half_Story_Finished_All_Ages,OneFam,Average,75,9000,Pave,448244.37653876096,4652340.035214361,Mitchell Elementary School,1958,1958,Gable,1955,1151,821,0,0,2,0,4,Attchd,356,2008,1,2008-01-01,Normal,165500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,80,14584,Pave,448236.1551164222,4652053.28961962,Mitchell Elementary School,1952,1952,Gable,733,0,0,0,0,1,0,2,Attchd,487,2008,2,2008-02-01,Abnorml,13100
Two_Story_1945_and_Older,OneFam,Good,60,5280,Pave,449048.66957591195,4652309.001150274,Mitchell Elementary School,1895,1950,Gable,1361,173,173,0,0,1,0,2,Detchd,185,2008,7,2008-07-01,Normal,89000
Two_Story_1945_and_Older,OneFam,Below_Average,50,8500,Pave,448931.21649719775,4652348.042956391,Mitchell Elementary School,1920,1950,Gambrel,1317,649,649,0,0,1,0,3,Detchd,250,2008,7,2008-07-01,Normal,40000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,52,5150,Pave,448931.204125691,4652357.814188974,Mitchell Elementary School,1910,2000,Gable,1049,356,356,0,0,1,0,2,Detchd,195,2008,5,2008-05-01,Normal,80900
One_Story_1945_and_Older,OneFam,Below_Average,120,18000,Grvl,449979.5074181263,4652446.271067196,Mitchell Elementary School,1935,1950,Gable,894,894,894,0,0,1,0,2,Detchd,1248,2008,8,2008-08-01,Normal,81000
Two_Story_1945_and_Older,OneFam,Above_Average,60,9000,Grvl,449979.8046759165,4652464.9229290355,Mitchell Elementary School,1920,1950,Gable,864,592,592,0,0,1,1,3,Detchd,216,2008,6,2008-06-01,Normal,65000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,64,5587,Pave,448971.6515473846,4650995.338161736,Mitchell Elementary School,2008,2008,Hip,1652,1600,120,1,1,2,0,2,Attchd,482,2008,11,2008-11-01,Partial,392500
One_Story_PUD_1946_and_Newer,TwnhsE,Average,44,3843,Pave,448942.91365342215,4650937.473534046,Mitchell Elementary School,2007,2008,Hip,1648,1596,120,1,1,2,0,2,Attchd,525,2008,8,2008-08-01,Partial,294464
One_Story_PUD_1946_and_Newer,TwnhsE,Average,44,3811,Pave,448992.5172722721,4650937.449553603,Mitchell Elementary School,2004,2005,Hip,1646,1594,120,1,1,2,0,2,Attchd,482,2008,7,2008-07-01,Normal,250000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,44,3842,Pave,448998.1235659932,4650980.035728985,Mitchell Elementary School,2004,2005,Hip,1646,1594,221,1,1,2,0,2,Attchd,482,2008,1,2008-01-01,Normal,275000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,23730,Pave,449697.39745549386,4649407.234031428,Mitchell Elementary School,1996,1997,Gable,2032,1840,1140,1,0,3,0,3,Attchd,786,2008,9,2008-09-01,Normal,300000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,13265,Pave,449717.31858133053,4649635.15871034,Mitchell Elementary School,2002,2002,Hip,1689,1568,350,1,0,2,0,3,Attchd,857,2008,7,2008-07-01,Normal,271000
Two_Story_1946_and_Newer,OneFam,Average,0,11050,Pave,449902.04548831587,4649626.967204263,Mitchell Elementary School,1996,1997,Gable,1820,910,910,0,0,2,1,3,Attchd,816,2008,9,2008-09-01,Normal,213000
Split_or_Multilevel,OneFam,Above_Average,76,9880,Pave,449930.2932511351,4649627.544960747,Mitchell Elementary School,1977,1977,Gable,1118,1096,574,1,0,1,0,3,Attchd,358,2008,7,2008-07-01,Normal,171000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,75,10125,Pave,449930.25849143154,4649610.889957741,Mitchell Elementary School,1977,1977,Gable,1279,1196,276,0,1,2,0,3,Detchd,473,2008,2,2008-02-01,Normal,171500
Duplex_All_Styles_and_Ages,Duplex,Below_Average,76,10260,Pave,450065.7429497273,4649608.158162237,Mitchell Elementary School,1976,1976,Gable,1872,0,0,0,0,2,2,4,Attchd,484,2008,11,2008-11-01,Abnorml,100000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,74,9990,Pave,450105.0336537839,4649506.617765371,Mitchell Elementary School,1991,1991,Gable,1689,1680,297,1,0,2,0,3,Attchd,432,2008,7,2008-07-01,Normal,228500
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Above_Average,0,164660,Grvl,445432.1668092151,4649824.396131712,Mitchell Elementary School,1965,1965,Gable,1786,1499,103,2,0,2,0,3,Attchd,529,2008,8,2008-08-01,Normal,228950
One_Story_PUD_1946_and_Newer,TwnhsE,Above_Average,42,4084,Pave,447018.0127969594,4650544.87401429,Edwards Elementary School,1986,1986,Gable,1501,1277,384,1,0,2,0,2,Attchd,512,2008,7,2008-07-01,Normal,241500
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,0,15498,Pave,446148.6137517906,4649869.55181144,Mitchell Elementary School,1976,1976,Hip,2898,1565,0,1,0,2,0,2,Attchd,665,2008,5,2008-05-01,Abnorml,287000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,74,11563,Pave,445905.74975168135,4649443.023265048,Mitchell Elementary School,2006,2007,Hip,1537,1518,482,1,0,2,0,3,Attchd,788,2008,4,2008-04-01,Normal,294000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,71,9520,Pave,445913.5297155625,4649409.653135484,Mitchell Elementary School,2007,2008,Gable,1646,1638,125,1,0,2,0,3,Attchd,800,2008,4,2008-04-01,Partial,293077
Two_Story_1946_and_Newer,OneFam,Average,107,12852,Pave,446020.8430422508,4649285.474651412,Mitchell Elementary School,2007,2007,Gable,1780,920,150,1,0,2,1,3,Attchd,612,2008,1,2008-01-01,Partial,264966
Split_or_Multilevel,OneFam,Average,73,9802,Pave,446230.75390108593,4649440.66290241,Mitchell Elementary School,2006,2007,Gable,1442,352,352,0,0,2,1,3,BuiltIn,400,2008,4,2008-04-01,Normal,172500
Split_or_Multilevel,OneFam,Average,73,9735,Pave,446206.6401638561,4649286.39482689,Mitchell Elementary School,2006,2007,Gable,1394,384,384,0,0,2,1,3,BuiltIn,400,2008,5,2008-05-01,Normal,167500
Two_Story_1946_and_Newer,OneFam,Average,81,12018,Pave,446128.659137056,4649445.101833219,Mitchell Elementary School,2008,2008,Gable,1612,796,796,0,0,2,1,3,Attchd,666,2008,10,2008-10-01,Partial,218689
One_Story_1946_and_Newer_All_Styles,OneFam,Average,75,12890,Pave,446608.9415146505,4649956.343245035,Mitchell Elementary School,1989,1989,Gable,1495,1495,1495,0,0,2,0,3,Attchd,438,2008,7,2008-07-01,Normal,150000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,47,12416,Pave,446494.8676348837,4649930.887533929,Mitchell Elementary School,1986,1986,Gable,1651,1606,0,1,0,2,0,3,Attchd,616,2008,11,2008-11-01,Normal,184000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,93,18265,Pave,446409.9243621589,4649712.843709558,Mitchell Elementary School,1986,1986,Gable,1256,1256,276,0,0,2,0,3,Attchd,578,2008,3,2008-03-01,Normal,180000
Split_or_Multilevel,OneFam,Average,85,10200,Pave,446641.76328764507,4649816.413071559,Mitchell Elementary School,1988,1989,Gable,1509,1461,678,1,0,2,0,3,Attchd,600,2008,8,2008-08-01,Abnorml,175000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,82,11202,Pave,446435.8062905059,4649480.194569795,Mitchell Elementary School,2003,2003,Hip,1440,1432,403,1,0,2,0,3,Attchd,467,2008,6,2008-06-01,Normal,232500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,7915,Pave,446443.251193854,4649577.6278328085,Mitchell Elementary School,1999,2000,Hip,1675,1666,443,1,0,2,0,3,Attchd,435,2008,12,2008-12-01,Normal,195000
Two_Story_1946_and_Newer,OneFam,Average,85,12244,Pave,446342.9604468915,4649338.54841203,Mitchell Elementary School,2003,2003,Hip,2262,1482,611,1,0,2,1,4,Attchd,749,2008,8,2008-08-01,Normal,305000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,79,11449,Pave,445896.0869276261,4649218.693272805,Mitchell Elementary School,2007,2007,Gable,1728,1884,873,1,0,2,0,3,Attchd,520,2008,1,2008-01-01,Normal,298751
One_Story_1946_and_Newer_All_Styles,OneFam,Average,85,11447,Pave,446393.792923936,4649269.432853091,Mitchell Elementary School,2005,2006,Gable,1964,1964,393,1,0,2,1,3,Attchd,892,2008,6,2008-06-01,Normal,370000
Duplex_All_Styles_and_Ages,Duplex,Average,97,8940,Pave,449619.4519520471,4649220.138113839,Mitchell Elementary School,1997,1998,Gable,1344,1344,35,2,0,2,0,2,Attchd,784,2008,11,2008-11-01,Alloca,209200
Duplex_All_Styles_and_Ages,Duplex,Average,78,7060,Pave,449613.12162920076,4649215.186506233,Mitchell Elementary School,1997,1998,Gable,1344,1344,35,2,0,2,0,2,Attchd,784,2008,11,2008-11-01,Alloca,206300
One_Story_1946_and_Newer_All_Styles,OneFam,Average,77,9278,Pave,449461.2723563403,4648851.961012651,Mitchell Elementary School,2007,2008,Gable,1092,1092,1092,0,0,1,0,2,No_Garage,0,2008,2,2008-02-01,Abnorml,146000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,32,4500,Pave,449624.9966963636,4649184.456499398,Mitchell Elementary School,1997,1997,Hip,1189,1189,325,1,0,2,0,2,Attchd,392,2008,4,2008-04-01,Normal,160500
Split_Foyer,OneFam,Average,150,14137,Pave,449776.0895912016,4649197.375426654,Mitchell Elementary School,1964,1964,Gable,1200,1200,88,1,0,1,0,3,More_Than_Two_Types,850,2008,11,2008-11-01,Normal,173000
One_Story_PUD_1946_and_Newer,TwnhsE,Above_Average,0,4224,Pave,449860.37027090817,4649132.934062618,Mitchell Elementary School,1975,1975,Gable,1040,1040,271,0,0,1,0,3,Attchd,499,2008,6,2008-06-01,Normal,124000
Two_Story_PUD_1946_and_Newer,TwnhsE,Above_Average,0,2665,Pave,449917.54480611713,4648995.0689347405,Mitchell Elementary School,1976,1976,Gable,1304,264,264,0,0,1,1,3,BuiltIn,336,2008,6,2008-06-01,Normal,115000
Two_Story_PUD_1946_and_Newer,TwnhsE,Good,41,2665,Pave,449955.68992246967,4648942.280221196,Mitchell Elementary School,1976,1976,Gable,1475,550,232,0,0,2,0,4,Attchd,336,2008,5,2008-05-01,Normal,129500
PUD_Multilevel_Split_Level_Foyer,Twnhs,Good,21,1974,Pave,450004.74980426463,4649051.19257675,Mitchell Elementary School,1973,2006,Gable,988,526,25,1,0,1,0,2,BuiltIn,297,2008,6,2008-06-01,Normal,105000
PUD_Multilevel_Split_Level_Foyer,Twnhs,Above_Average,21,1596,Pave,449949.3387973502,4649040.035720205,Mitchell Elementary School,1973,1973,Gable,988,462,25,1,0,1,0,1,BuiltIn,297,2008,7,2008-07-01,Normal,94900
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,0,17979,Pave,450184.47635536443,4649201.601673644,Mitchell Elementary School,1968,1968,Gable,1160,1113,328,1,0,1,0,3,Attchd,257,2008,2,2008-02-01,Normal,152500
Two_Story_PUD_1946_and_Newer,Twnhs,Excellent,21,1477,Pave,450039.98182349704,4649078.703053606,Mitchell Elementary School,1970,2007,Gable,1092,546,188,0,0,2,1,3,No_Garage,0,2008,3,2008-03-01,Normal,98000
PUD_Multilevel_Split_Level_Foyer,Twnhs,Good,21,1890,Pave,450016.6334185682,4649056.660570526,Mitchell Elementary School,1972,1972,Gable,630,630,135,1,0,1,0,1,No_Garage,0,2008,6,2008-06-01,Normal,81000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,100,21750,Pave,449463.1635245444,4648698.830335072,Mitchell Elementary School,1954,1954,Hip,988,988,988,0,0,1,0,2,Attchd,520,2008,2,2008-02-01,Normal,113000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,59,6490,Pave,449876.24816677487,4648522.019060814,Mitchell Elementary School,1983,1983,Gable,816,816,282,0,1,1,0,2,Attchd,264,2008,4,2008-04-01,Normal,128500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,37,6951,Pave,449906.3564136231,4648724.444947512,Mitchell Elementary School,1984,1985,Gable,923,876,218,1,0,1,0,3,Attchd,264,2008,10,2008-10-01,Normal,119500
One_Story_1946_and_Newer_All_Styles,OneFam,Excellent,60,6600,Pave,449975.62187707506,4648632.463484545,Mitchell Elementary School,1982,2008,Gable,816,816,175,0,1,1,0,3,Attchd,264,2008,10,2008-10-01,Normal,130500
One_Story_1946_and_Newer_All_Styles,OneFam,Very_Good,60,6600,Pave,449975.67809126986,4648628.687904825,Mitchell Elementary School,1982,2003,Gable,816,816,0,1,0,1,0,2,Detchd,816,2008,6,2008-06-01,Normal,138000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,60,6600,Pave,449977.5469747421,4648541.29034286,Mitchell Elementary School,1982,2005,Gable,845,845,207,0,0,1,0,3,Attchd,264,2008,7,2008-07-01,Normal,134500
One_and_Half_Story_Finished_All_Ages,OneFam,Good,75,12508,Pave,449612.101475013,4648465.152798413,Mitchell Elementary School,1940,1985,Gable,1750,983,323,1,0,2,0,4,Attchd,423,2008,7,2008-07-01,Normal,160000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,74,12395,Pave,449990.51277054445,4648453.370424312,Mitchell Elementary School,1984,1984,Gable,889,864,217,0,0,1,0,3,Attchd,484,2008,4,2008-04-01,Normal,137500
Two_Story_1946_and_Newer,OneFam,Below_Average,0,11075,Pave,450297.5505799608,4649049.356934454,Mitchell Elementary School,1969,1969,Gable,1968,784,29,0,1,2,1,4,Attchd,530,2008,9,2008-09-01,Normal,172000
Two_Story_1945_and_Older,OneFam,Very_Poor,0,56600,Pave,452195.8172937759,4652462.838821173,Mitchell Elementary School,1900,1950,Hip,1836,686,686,0,0,2,0,4,Detchd,288,2008,1,2008-01-01,Normal,103000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,85,10667,Pave,448818.02590499027,4655656.734329484,Meeker Elementary School,1971,1971,Gable,1587,1587,749,0,0,2,0,3,Attchd,525,2007,3,2007-03-01,Normal,167300
One_Story_1946_and_Newer_All_Styles,OneFam,Average,85,10628,Pave,448818.1568260984,4655663.395562839,Meeker Elementary School,1970,1970,Flat,1277,1277,499,1,0,1,0,2,Attchd,526,2007,4,2007-04-01,Normal,167000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,95,13651,Pave,448918.5903204557,4655475.462884854,Meeker Elementary School,1973,1973,Gable,2223,2223,343,1,0,2,0,3,Attchd,516,2007,2,2007-02-01,Normal,244000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,95,15865,Pave,448918.6295849455,4655561.182612024,Meeker Elementary School,1970,1970,Flat,2217,2217,1043,1,0,2,0,4,Attchd,621,2007,10,2007-10-01,Normal,268000
Two_Story_1946_and_Newer,OneFam,Average,0,12394,Pave,447057.41607056145,4656777.6097440785,Fellows Elementary School,2003,2003,Gable,1733,847,847,0,0,2,1,3,BuiltIn,433,2007,10,2007-10-01,Family,225000
Two_Story_1946_and_Newer,OneFam,Average,0,10364,Pave,447265.2480744097,4656686.228919996,Fellows Elementary School,1995,1996,Gable,1572,806,806,0,0,2,1,3,BuiltIn,373,2007,5,2007-05-01,Normal,168000
Two_Story_1946_and_Newer,OneFam,Above_Average,0,13869,Pave,447366.6834872236,4656818.49590702,Fellows Elementary School,1997,1997,Gable,1470,794,612,0,1,2,0,3,Attchd,388,2007,7,2007-07-01,Normal,177000
Two_Story_1946_and_Newer,OneFam,Average,57,8773,Pave,447298.06226174603,4656781.476194061,Fellows Elementary School,1997,1997,Gable,1600,916,916,0,0,2,1,3,Attchd,460,2007,8,2007-08-01,Normal,169000
Split_or_Multilevel,OneFam,Average,56,8872,Pave,447280.0384994888,4656772.283357171,Fellows Elementary School,1997,1997,Gable,1384,384,384,0,0,2,1,3,BuiltIn,390,2007,3,2007-03-01,Normal,161500
One_Story_PUD_1946_and_Newer,TwnhsE,Average,41,5330,Pave,447517.1813013732,4656973.162787441,Fellows Elementary School,2000,2000,Gable,1652,1494,298,1,0,2,0,2,Attchd,499,2007,8,2007-08-01,Normal,251000
Split_or_Multilevel,OneFam,Average,0,10147,Pave,447348.5068401629,4656588.562692602,Fellows Elementary School,1994,1994,Gable,1694,392,206,0,0,2,1,3,BuiltIn,398,2007,3,2007-03-01,Normal,160000
Two_Story_1946_and_Newer,OneFam,Average,0,8637,Pave,446994.8374947492,4656520.250378122,Fellows Elementary School,1999,2000,Gable,1714,923,52,1,0,2,1,3,Attchd,451,2007,4,2007-04-01,Abnorml,180000
Two_Story_1946_and_Newer,OneFam,Average,63,7875,Pave,447222.7159198218,4656586.168646339,Fellows Elementary School,1996,1996,Gable,1553,691,277,0,0,2,1,3,Attchd,420,2007,8,2007-08-01,Normal,178750
One_Story_1946_and_Newer_All_Styles,OneFam,Average,63,7875,Pave,447221.1893187441,4656581.183371506,Fellows Elementary School,1995,1996,Gable,1253,1237,1237,0,0,2,0,3,Attchd,402,2007,6,2007-06-01,Normal,176000
Two_Story_1946_and_Newer,OneFam,Average,60,7500,Pave,447122.91315033176,4656551.381885431,Fellows Elementary School,1999,2003,Gable,2299,938,938,0,0,3,1,5,Attchd,482,2007,8,2007-08-01,Normal,204000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,9556,Pave,447223.8997642708,4656556.290890258,Fellows Elementary School,1992,1993,Gable,1187,1168,1168,0,0,2,0,3,Attchd,420,2007,8,2007-08-01,Normal,160000
Split_or_Multilevel,OneFam,Average,0,10784,Pave,447267.432583125,4656302.025043794,Fellows Elementary School,1991,1992,Gable,1472,384,384,0,0,2,1,3,Attchd,402,2007,5,2007-05-01,Normal,160000
Split_or_Multilevel,OneFam,Average,0,9125,Pave,447217.2606101001,4656431.645979969,Fellows Elementary School,1992,1992,Gable,1482,384,384,0,0,2,1,3,Attchd,392,2007,7,2007-07-01,Normal,163900
Two_Story_1946_and_Newer,OneFam,Average,0,7655,Pave,447389.1705712235,4656359.635393779,Fellows Elementary School,1993,1994,Gable,1642,903,903,0,0,2,1,3,Attchd,392,2007,7,2007-07-01,Normal,168000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,160,18160,Grvl,447595.9401916359,4656301.361465825,Fellows Elementary School,1964,1964,Gable,1128,1302,752,1,0,1,0,3,Attchd,480,2007,3,2007-03-01,Alloca,154204
One_Story_PUD_1946_and_Newer,TwnhsE,Average,0,3696,Pave,447499.9093032617,4656563.342815368,Fellows Elementary School,1986,1986,Gable,1088,1074,1074,0,0,1,1,2,Attchd,461,2007,10,2007-10-01,Normal,170000
Two_Story_PUD_1946_and_Newer,TwnhsE,Average,0,5062,Pave,447631.8523788762,4656547.264154523,Fellows Elementary School,1984,1984,Gable,2090,1190,180,1,0,2,0,3,Attchd,577,2007,9,2007-09-01,Normal,207500
One_Story_PUD_1946_and_Newer,TwnhsE,Average,38,4740,Pave,447739.059749167,4656554.244170559,Fellows Elementary School,1988,1988,Gable,1179,1166,918,1,0,2,0,2,Attchd,480,2007,10,2007-10-01,Normal,182000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,35,5118,Pave,447738.1454959916,4656553.6957387235,Fellows Elementary School,1990,1990,Gable,1321,1312,386,1,0,1,0,1,Attchd,484,2007,8,2007-08-01,Normal,212000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,86,14157,Pave,447955.599542718,4656677.231496655,Meeker Elementary School,2005,2006,Hip,1922,1922,673,1,0,2,0,3,Attchd,676,2007,7,2007-07-01,Normal,377426
Two_Story_1946_and_Newer,OneFam,Average,98,12328,Pave,447950.48350753414,4656645.40158457,Meeker Elementary School,2005,2005,Hip,2541,1149,163,1,0,3,1,4,BuiltIn,729,2007,7,2007-07-01,Normal,349265
One_Story_1946_and_Newer_All_Styles,OneFam,Average,52,51974,Pave,448175.48680610914,4656761.22695143,Meeker Elementary School,2006,2007,Hip,2338,2660,1559,1,0,2,1,4,Attchd,1110,2007,6,2007-06-01,Partial,591587
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Average,195,41600,Pave,448463.51608582714,4656636.316800002,Meeker Elementary School,1969,1990,Gable,1424,1100,53,1,0,1,1,3,More_Than_Two_Types,828,2007,11,2007-11-01,Normal,155000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,61,8035,Pave,447911.84710381157,4656601.160150937,Meeker Elementary School,2006,2006,Gable,1612,1612,815,1,0,2,0,2,Attchd,556,2007,3,2007-03-01,Normal,319900
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,60,8089,Pave,447866.80284720985,4656507.110636597,Meeker Elementary School,2007,2007,Gable,1419,1419,474,1,0,2,0,2,Attchd,567,2007,10,2007-10-01,Partial,392000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,85,14082,Pave,447976.10764435097,4656517.965081901,Meeker Elementary School,2006,2006,Hip,2234,2220,662,1,0,1,1,1,Attchd,724,2007,1,2007-01-01,Normal,441929
One_Story_1946_and_Newer_All_Styles,OneFam,Average,81,13870,Pave,447978.67100145295,4656517.724164157,Meeker Elementary School,2006,2007,Hip,2042,1742,590,1,0,2,0,3,Attchd,724,2007,10,2007-10-01,Partial,455000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,0,12546,Pave,447217.5875459951,4656009.481467386,Fellows Elementary School,1981,1981,Gable,1440,1440,762,0,0,2,0,3,Attchd,467,2007,4,2007-04-01,Normal,182900
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,10960,Pave,447136.2855306547,4655959.899608967,Fellows Elementary School,1984,1984,Hip,1284,1284,1028,1,0,2,0,3,Attchd,480,2007,4,2007-04-01,Abnorml,174000
Split_or_Multilevel,OneFam,Good,78,12090,Pave,447218.4793931554,4656140.165149086,Fellows Elementary School,1984,2003,Hip,1868,585,585,0,0,3,1,3,BuiltIn,477,2007,1,2007-01-01,Abnorml,178000
Two_Story_1946_and_Newer,OneFam,Good,78,12090,Pave,447222.578944762,4656024.10110353,Fellows Elementary School,1981,2003,Gable,1479,725,404,0,0,2,1,3,Attchd,484,2007,3,2007-03-01,Normal,176000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,93,12299,Pave,447276.93992345873,4656012.037083235,Fellows Elementary School,1978,1985,Gable,1664,1529,201,1,0,2,0,3,Attchd,663,2007,9,2007-09-01,Normal,213000
Two_Story_1946_and_Newer,OneFam,Average,61,11339,Pave,447483.67948193155,4656071.12611496,Fellows Elementary School,1979,1979,Hip,1930,780,22,1,0,2,1,4,Attchd,481,2007,3,2007-03-01,Normal,192000
